,titulos,description,datas,portal
76,"Mais chuvas, menos calor: como estará o clima em dezembro pelo Brasil","Veja as principais notícias e manchetes do dia no Brasil e no Mundo. Leia textos e assista a vídeos de Política, Cotidiano, Crimes e mais.",2024-12-02 07:30:35,https://noticias.uol.com.br/cotidiano/ultimas-noticias/2024/12/02/mais-chuvas-menos-calor-como-estara-o-clima-em-dezembro-pelo-brasil.htm
77,Irmã de venezuelana assassinada no Brasil critica investigação,"Veja as principais notícias e manchetes do dia no Brasil e no Mundo. Leia textos e assista a vídeos de Política, Cotidiano, Crimes e mais.",2024-12-02 07:30:33,https://noticias.uol.com.br/cotidiano/ultimas-noticias/2024/12/02/sophia-la-roja-irma-de-julieta-hernandez-venezuelana.htm
78,"Bahia tem 15% dos homicídios dolosos esclarecidos, pior índice do país",Isso significa que 85% das investigações sobre homicídios dolosos na Bahia não avançaram,2024-12-02 07:30:31,https://noticias.uol.com.br/cotidiano/ultimas-noticias/2024/12/02/pior-indice-do-brasil-so-15-dos-homicidios-dolosos-na-ba-sao-esclarecidos.htm
79,Brigas por terras deixa fazendas ?mal-assombradas? no interior de SP,Em Santo Antônio da Alegria uma disputa entre duas famílias proprietárias de fazendas evoluiu para um enredo de terror e chama a atenção da população local.,2024-12-02 07:30:30,https://noticias.uol.com.br/cotidiano/ultimas-noticias/2024/12/02/brigas-por-terras-deixa-fazendas-mal-assombradas-no-interior-de-sp.htm
80,Digitais de Bolsonaro no golpe e o pai da isenção,"Veja as principais notícias e manchetes do dia no Brasil e no Mundo. Leia textos e assista a vídeos de Política, Cotidiano, Crimes e mais.",2024-12-02 07:30:25,https://noticias.uol.com.br/colunas/a-hora/2024/12/02/digitais-de-bolsonaro-no-golpe-e-o-pai-da-isencao.htm
81,UOL Notícias | Notícias do Dia no Brasil e no Mundo,"Veja as principais notícias e manchetes do dia no Brasil e no Mundo. Leia textos e assista a vídeos de Política, Cotidiano, Crimes e mais.",2024-12-02 06:50:27,https://noticias.uol.com.br/newsletters/novos-posts/reinaldo-azevedo/2024/12/02/democracia-so-interessa-as-esquerdas-e-lira-como-baba-permissiva-de-reacas.htm
82,Peruíbe (SP): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Peruíbe (SP). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:27:32,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/peruibe-sp-temperatura-hoje.htm
83,Bertioga (SP): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Bertioga (SP). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:27:27,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/bertioga-sp-temperatura-hoje.htm
84,Ilhabela (SP): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Ilhabela (SP). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:27:23,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/ilhabela-sp-temperatura-hoje.htm
85,São Sebastião (SP): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para São Sebastião (SP). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:27:18,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/sao-sebastiao-sp-temperatura-hoje.htm
86,Previsão do tempo hoje e próximos dias para [Cidade]; Confira,Saiba qual a previsão do tempo hoje para Brotas (SP). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:27:14,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/brotas-sp-temperatura-hoje.htm
87,Olímpia (SP): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Olímpia (SP). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:27:09,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/olimpia-sp-temperatura-hoje.htm
88,Previsão do tempo para Brumadinho (MG): Veja temperaturas do dia,Saiba qual a previsão do tempo hoje para Brumadinho (MG). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:27:05,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/brumadinho-mg-temperatura-hoje.htm
89,Previsão do tempo para Arraial d'Ajuda (BA): Veja temperaturas do dia,Saiba qual a previsão do tempo hoje para Arraial d'Ajuda (BA). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:27:00,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/arraial-dajuda-ba-temperatura-hoje.htm
90,Búzios (RJ): Veja previsão do tempo e temperatura hoje,Saiba qual a previsão do tempo hoje para Búzios (RJ). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:26:56,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/buzios-rj-temperatura-hoje.htm
91,Previsão do tempo hoje e próximos dias para [Cidade]; Confira,Saiba qual a previsão do tempo hoje para Paraty (RJ). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:26:50,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/paraty-rj-temperatura-hoje.htm
92,Arraial do Cabo (RJ): Veja previsão do tempo e temperatura hoje,Saiba qual a previsão do tempo hoje para Arraial do Cabo (RJ). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:26:46,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/arraial-do-cabo-rj-temperatura-hoje.htm
93,Previsão do tempo para Ipojuca (PE): Veja temperaturas do dia,Saiba qual a previsão do tempo hoje para Ipojuca (PE). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:26:41,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/ipojuca-pe-temperatura-hoje.htm
94,Previsão do tempo hoje e próximos dias para [Cidade]; Confira,Saiba qual a previsão do tempo hoje para Tibau do Sul (RN). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:26:37,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/tibau-do-sul-rn-temperatura-hoje.htm
95,São Miguel dos Milagres (AL): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para São Miguel dos Milagres (AL). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:26:30,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/sao-miguel-dos-milagres-al-temperatura-hoje.htm
96,Previsão do tempo hoje e próximos dias para [Cidade]; Confira,Saiba qual a previsão do tempo hoje para São Miguel do Gostoso (RN). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:26:27,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/sao-miguel-do-gostoso-rn-temperatura-hoje.htm
97,Previsão do tempo hoje e próximos dias para [Cidade]; Confira,Saiba qual a previsão do tempo hoje para Cupira (PE). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:26:22,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/cupira-pe-temperatura-hoje.htm
98,Previsão do tempo para Lençóis (BA): Veja temperaturas do dia,Saiba qual a previsão do tempo hoje para Lençóis (BA). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:26:18,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/lencois-ba-temperatura-hoje.htm
99,Previsão do tempo hoje e próximos dias para [Cidade]; Confira,Saiba qual a previsão do tempo hoje para Alto Paraíso de Goiás (GO). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:26:12,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/alto-paraiso-de-goias-go-temperatura-hoje.htm
100,Bonito (MS): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Bonito (MS). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:26:09,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/bonito-ms-temperatura-hoje.htm
101,Ouro Preto (MG): Veja previsão do tempo e temperatura hoje,Saiba qual a previsão do tempo hoje para Ouro Preto (MG). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:26:02,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/ouro-preto-mg-temperatura-hoje.htm
102,Maragogi (AL): Veja previsão do tempo e temperatura hoje,Saiba qual a previsão do tempo hoje para Maragogi (AL). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:25:59,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/maragogi-al-temperatura-hoje.htm
103,Previsão do tempo para Campos do Jordão (SP): Veja temperaturas do dia,Saiba qual a previsão do tempo hoje para Campos do Jordão (SP). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:25:52,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/campos-do-jordao-sp-temperatura-hoje.htm
104,Previsão do tempo hoje e próximos dias para [Cidade]; Confira,Saiba qual a previsão do tempo hoje para Gramado (RS). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:25:50,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/gramado-rs-temperatura-hoje.htm
105,Previsão do tempo para Jijoca de Jericoacoara (CE): Veja temperaturas do dia,Saiba qual a previsão do tempo hoje para Jijoca de Jericoacoara (CE). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:25:43,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/jijoca-de-jericoacoara-ce-temperatura-hoje.htm
106,Previsão do tempo hoje e próximos dias para [Cidade]; Confira,Saiba qual a previsão do tempo hoje para Abreu e Lima (PE). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:25:40,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/abreu-e-lima-pe-temperatura-hoje.htm
107,Previsão do tempo hoje e próximos dias para [Cidade]; Confira,Saiba qual a previsão do tempo hoje para Itaituba (PA). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:25:33,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/itaituba-pa-temperatura-hoje.htm
108,Barra do Piraí (RJ): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Barra do Piraí (RJ). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:25:31,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/barra-do-pirai-rj-temperatura-hoje.htm
109,Previsão do tempo hoje e próximos dias para [Cidade]; Confira,Saiba qual a previsão do tempo hoje para Fazenda Rio Grande (PR). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:25:22,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/fazenda-rio-grande-pr-temperatura-hoje.htm
110,Mairiporã (SP): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Mairiporã (SP). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:25:12,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/mairipora-sp-temperatura-hoje.htm
111,Jataí (GO): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Jataí (GO). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:25:01,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/jatai-go-temperatura-hoje.htm
112,Previsão do tempo hoje e próximos dias para [Cidade]; Confira,Saiba qual a previsão do tempo hoje para Vilhena (RO). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:25:00,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/vilhena-ro-temperatura-hoje.htm
113,Santo Antônio de Jesus (BA): Veja previsão do tempo e temperatura hoje,Saiba qual a previsão do tempo hoje para Santo Antônio de Jesus (BA). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:24:52,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/santo-antonio-de-jesus-ba-temperatura-hoje.htm
114,Itacoatiara (AM): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Itacoatiara (AM). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:24:49,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/itacoatiara-am-temperatura-hoje.htm
115,Caieiras (SP): Veja previsão do tempo e temperatura hoje,Saiba qual a previsão do tempo hoje para Caieiras (SP). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:24:43,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/caieiras-sp-temperatura-hoje.htm
116,Iguatu (CE): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Iguatu (CE). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:24:39,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/iguatu-ce-temperatura-hoje.htm
117,Previsão do tempo para Aracruz (ES): Veja temperaturas do dia,Saiba qual a previsão do tempo hoje para Aracruz (ES). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:24:34,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/aracruz-es-temperatura-hoje.htm
118,Previsão do tempo para Itanhaém (SP): Veja temperaturas do dia,Saiba qual a previsão do tempo hoje para Itanhaém (SP). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:24:29,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/itanhaem-sp-temperatura-hoje.htm
119,Previsão do tempo hoje e próximos dias para [Cidade]; Confira,Saiba qual a previsão do tempo hoje para Breves (PA). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:24:26,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/breves-pa-temperatura-hoje.htm
120,Previsão do tempo hoje e próximos dias para [Cidade]; Confira,Saiba qual a previsão do tempo hoje para São Gonçalo do Amarante (CE). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:24:20,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/sao-goncalo-do-amarante-ce-temperatura-hoje.htm
121,Previsão do tempo para Itaperuna (RJ): Veja temperaturas do dia,Saiba qual a previsão do tempo hoje para Itaperuna (RJ). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:24:16,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/itaperuna-rj-temperatura-hoje.htm
122,Previsão do tempo hoje e próximos dias para [Cidade]; Confira,Saiba qual a previsão do tempo hoje para Leme (SP). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:24:11,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/leme-sp-temperatura-hoje.htm
123,Lavras (MG): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Lavras (MG). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:24:07,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/lavras-mg-temperatura-hoje.htm
124,Previsão do tempo hoje e próximos dias para [Cidade]; Confira,Saiba qual a previsão do tempo hoje para Bacabal (MA). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:24:02,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/bacabal-ma-temperatura-hoje.htm
125,Assis (SP): Veja previsão do tempo e temperatura hoje,Saiba qual a previsão do tempo hoje para Assis (SP). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:23:58,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/assis-sp-temperatura-hoje.htm
126,Previsão do tempo hoje e próximos dias para [Cidade]; Confira,Saiba qual a previsão do tempo hoje para Lagarto (SE). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:23:53,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/lagarto-se-temperatura-hoje.htm
127,Ituiutaba (MG): Veja previsão do tempo e temperatura hoje,Saiba qual a previsão do tempo hoje para Ituiutaba (MG). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:23:50,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/ituiutaba-mg-temperatura-hoje.htm
128,Nova Serrana (MG): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Nova Serrana (MG). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:23:43,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/nova-serrana-mg-temperatura-hoje.htm
129,Japeri (RJ): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Japeri (RJ). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:23:37,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/japeri-rj-temperatura-hoje.htm
130,Previsão do tempo para Tangará da Serra (MT): Veja temperaturas do dia,Saiba qual a previsão do tempo hoje para Tangará da Serra (MT). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:23:33,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/tangara-da-serra-mt-temperatura-hoje.htm
131,Previsão do tempo hoje e próximos dias para [Cidade]; Confira,Saiba qual a previsão do tempo hoje para Itumbiara (GO). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:23:27,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/itumbiara-go-temperatura-hoje.htm
132,Previsão do tempo para São Pedro da Aldeia (RJ): Veja temperaturas do dia,Saiba qual a previsão do tempo hoje para São Pedro da Aldeia (RJ). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:23:25,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/sao-pedro-da-aldeia-rj-temperatura-hoje.htm
133,Tubarão (SC): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Tubarão (SC). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:23:18,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/tubarao-sc-temperatura-hoje.htm
134,Erechim (RS): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Erechim (RS). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:23:16,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/erechim-rs-temperatura-hoje.htm
135,Previsão do tempo hoje e próximos dias para [Cidade]; Confira,Saiba qual a previsão do tempo hoje para Araxá (MG). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:23:09,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/araxa-mg-temperatura-hoje.htm
136,Cambé (PR): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Cambé (PR). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:23:07,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/cambe-pr-temperatura-hoje.htm
137,Patos (PB): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Patos (PB). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:22:59,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/patos-pb-temperatura-hoje.htm
138,Previsão do tempo hoje e próximos dias para [Cidade]; Confira,Saiba qual a previsão do tempo hoje para Tailândia (PA). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:22:58,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/tailandia-pa-temperatura-hoje.htm
139,Previsão do tempo para Ariquemes (RO): Veja temperaturas do dia,Saiba qual a previsão do tempo hoje para Ariquemes (RO). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:22:49,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/ariquemes-ro-temperatura-hoje.htm
140,Previsão do tempo hoje e próximos dias para [Cidade]; Confira,Saiba qual a previsão do tempo hoje para Muriaé (MG). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:22:49,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/muriae-mg-temperatura-hoje.htm
141,Santa Cruz do Capibaribe (PE): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Santa Cruz do Capibaribe (PE). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:22:39,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/santa-cruz-do-capibaribe-pe-temperatura-hoje.htm
142,Coronel Fabriciano (MG): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Coronel Fabriciano (MG). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:22:38,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/coronel-fabriciano-mg-temperatura-hoje.htm
143,Catalão (GO): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Catalão (GO). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:22:31,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/catalao-go-temperatura-hoje.htm
144,Previsão do tempo hoje e próximos dias para [Cidade]; Confira,Saiba qual a previsão do tempo hoje para Paulínia (SP). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:22:29,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/paulinia-sp-temperatura-hoje.htm
145,Corumbá (MS): Veja previsão do tempo e temperatura hoje,Saiba qual a previsão do tempo hoje para Corumbá (MS). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:22:22,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/corumba-ms-temperatura-hoje.htm
146,Previsão do tempo para Umuarama (PR): Veja temperaturas do dia,Saiba qual a previsão do tempo hoje para Umuarama (PR). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:22:21,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/umuarama-pr-temperatura-hoje.htm
147,Previsão do tempo para Açailândia (MA): Veja temperaturas do dia,Saiba qual a previsão do tempo hoje para Açailândia (MA). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:22:13,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/acailandia-ma-temperatura-hoje.htm
148,Previsão do tempo hoje e próximos dias para [Cidade]; Confira,Saiba qual a previsão do tempo hoje para São Lourenço da Mata (PE). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:22:12,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/sao-lourenco-da-mata-pe-temperatura-hoje.htm
149,Ourinhos (SP): Veja previsão do tempo e temperatura hoje,Saiba qual a previsão do tempo hoje para Ourinhos (SP). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:22:04,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/ourinhos-sp-temperatura-hoje.htm
150,Eunápolis (BA): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Eunápolis (BA). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:22:03,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/eunapolis-ba-temperatura-hoje.htm
151,Paragominas (PA): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Paragominas (PA). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:21:55,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/paragominas-pa-temperatura-hoje.htm
152,Piraquara (PR): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Piraquara (PR). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:21:54,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/piraquara-pr-temperatura-hoje.htm
153,Tucuruí (PA): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Tucuruí (PA). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:21:45,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/tucurui-pa-temperatura-hoje.htm
154,Passos (MG): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Passos (MG). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:21:44,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/passos-mg-temperatura-hoje.htm
155,Parintins (AM): Veja previsão do tempo e temperatura hoje,Saiba qual a previsão do tempo hoje para Parintins (AM). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:21:36,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/parintins-am-temperatura-hoje.htm
156,Previsão do tempo hoje e próximos dias para [Cidade]; Confira,Saiba qual a previsão do tempo hoje para Altamira (PA). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:21:34,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/altamira-pa-temperatura-hoje.htm
157,Ubá (MG): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Ubá (MG). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:21:27,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/uba-mg-temperatura-hoje.htm
158,Novo Gama (GO): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Novo Gama (GO). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:21:25,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/novo-gama-go-temperatura-hoje.htm
159,Previsão do tempo hoje e próximos dias para [Cidade]; Confira,Saiba qual a previsão do tempo hoje para Araguari (MG). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:21:18,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/araguari-mg-temperatura-hoje.htm
160,Previsão do tempo para Poá (SP): Veja temperaturas do dia,Saiba qual a previsão do tempo hoje para Poá (SP). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:21:16,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/poa-sp-temperatura-hoje.htm
161,Previsão do tempo para Igarassu (PE): Veja temperaturas do dia,Saiba qual a previsão do tempo hoje para Igarassu (PE). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:21:08,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/igarassu-pe-temperatura-hoje.htm
162,Previsão do tempo para Senador Canedo (GO): Veja temperaturas do dia,Saiba qual a previsão do tempo hoje para Senador Canedo (GO). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:21:07,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/senador-canedo-go-temperatura-hoje.htm
163,Paulo Afonso (BA): Veja temperatura de hoje e próximos dias,Saiba qual a previsão do tempo hoje para Paulo Afonso (BA). Veja a temperatura máxima e mínima do dia e se irá fazer frio ou calor.,2024-12-02 04:20:59,https://noticias.uol.com.br/previsao-do-tempo/2024/12/02/paulo-afonso-ba-temperatura-hoje.htm
